draft,categories,layout,publication,title,subtitle,image,date,blurb,notes,refs,sources,slug,ext,tags,image_desc
false,'_categories/journalism.md',article,_publications/nokias_the_feature.md,The Networked Individual,,,2008-10-16 00:00:00 +0000,"The cell phone may be bringing us into a new renaissance, but it may end up differently than what we're expecting. Instead of becoming more empowered as individuals, we may give up on the notion of individuality altogether.",,"[{""text""=>""Buckminster Fuller"", ""original""=>""http://www.bfi.org/operating_manual.htm"", ""archive""=>""http://web.archive.org/web/20051103011742/http://www.bfi.org:80/operating_manual.htm"", ""meta""=>{""title""=>""Oops, 404! | The Buckminster Fuller Institute"", ""favicon""=>""https://www.bfi.org/sites/default/files/favicon_0_0.ico""}}, {""text""=>""Networked Individualism"", ""original""=>""http://www.ascusc.org/jcmc/vol8/issue3/wellman.html"", ""meta""=>{""favicon""=>""http://www.ascusc.org/favicon.ico""}}]",,0960-the-networked-individual,.md,,
false,'_categories/journalism.md',article,_publications/feature.md,"The Power of Three: When Technology, Business, and Marketing Converge - Part III",,,2008-10-16 00:00:00 +0000,,,"[{""text""=>""part one"", ""original""=>""http://www.thefeature.com/article?articleid=100415"", ""meta""=>{""title""=>""ページが見つかりませんでした  "", ""keywords""=>[""""], ""favicon""=>""http://www.thefeature.com/favicon.ico""}}]",,0962-the-power-of-three-when-technology-busin,.md,,
false,'_categories/journalism.md',article,_publications/feature.md,"The Power of Three: When Technology, Business, and Marketing Converge - Parts I & II",,,2008-10-16 00:00:00 +0000,,,,,0963-the-power-of-three-when-technology-busin,.md,,
false,'_categories/journalism.md',article,_publications/holland-herald.md,Futurenomics,"","",2009-01-01 05:00:00 +0000,"Douglas Rushkoff is a renowned author, teacher and documentarian. He investigates the way people, cultures and institutions create, share and influence each other's values. In this _Holland Herald_ exclusive, he give his thoughts on post-crisis business",January 2009,"","",futurenomics,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,Let It Die,,,2009-03-15 04:00:00 +0000,,,,,0015-let-it-die,.md,,
false,'_categories/journalism.md',article,_publications/h_plus.md,Hacking The Economy,,,2009-03-19 04:00:00 +0000,,,,,1011-hacking-the-economy,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,"Hack Money, Hack Banking",Rushkoff on the economy,"",2009-03-20 04:00:00 +0000,"","[https://arthurmag.com/2009/03/23/hack-money-hack-banking-rushkoff-on-the-economy/](https://arthurmag.com/2009/03/23/hack-money-hack-banking-rushkoff-on-the-economy/ ""https://arthurmag.com/2009/03/23/hack-money-hack-banking-rushkoff-on-the-economy/"")","","",hack-money-hack-banking,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,Crowdsourcing the Bank Recovery,,,2009-03-27 04:00:00 +0000,,,,,0010-crowdsourcing-the-bank-recovery,.md,,
false,'_categories/journalism.md',article,_publications/adbusters.md,The Sabbath Revolt,,,2009-04-11 04:00:00 +0000,"Printed in Adbusters No. 34, 1999",,,,0002-the-sabbath-revolt,.md,,
false,'_categories/journalism.md',article,_publications/paper.md,"All God's Children, They Got Vings",,,2009-04-12 04:00:00 +0000,The New Kabbalah,,,,0762-all-gods-children-they-got-vings,.md,,
false,'_categories/journalism.md',article,_publications/seed.md,Clonaid,,,2009-04-12 04:00:00 +0000,SEED Magazine March/April 2003,,,,0764-clonaid,.md,,
false,'_categories/journalism.md',article,_publications/exe-magazine.md,The Facial,,,2009-04-12 04:00:00 +0000,"I'm not talking about the latest place in Soho to get mud pack treatments, but a new preferred climax strategy for young men raised on porn videos. That's right: coitus interuptus, once considered a particularly frustrating form of birth control, has been popularized by the \""pull out cum shot\"" into an erotic thrill.",,,,0957-the-facial,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,"Stimulus, Ass-Backwards",,,2009-04-16 04:00:00 +0000,,,,,0023-stimulus-assbackwards,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Obama's Internet Misfire,,,2009-05-29 04:00:00 +0000,"Neither President Obama's announcement Friday of a new \""cyber czar\"" nor the Pentagon's simultaneous creation of a central \""Cyber Command\"" from which to defend our nation's networks will be enough to bring us up to speed in a rapidly evolving global race for digital superiority. For while America is indeed falling behind in network security, the appointment of a czar to manage yet another highly centralized, top-down extension of the administration only betrays our chronic, almost constitutional inability to engage in distributed warfare by distributed means.",,,,0995-obamas-internet-misfire,.md,,
false,'_categories/book-chapters.md',article,_publications/depression-2.0-creative-strategies-for-tough-economic-times.md,Financial Metrics and the Economic Crisis,"","",2009-06-01 04:00:00 +0000,"",Date from Amazon,"","",financial-metrics-and-the-economic-crisis,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,How Google Trained Your Brain,,,2009-06-03 04:00:00 +0000,"In a few ways—just a few, but real enough—Bing represents more than Microsoft's ability to purchase a memorable but (necessarily) meaningless one-syllable name for the latest version of its search-engine competitor to Google. Bing is a genuinely alternative and, dare I say, \""intuitive\"" approach to bringing people and information together. The real question is who is being rendered unto whom.",,,,0987-how-google-trained-your-brain,.md,,
false,'_categories/journalism.md',article,_publications/changethis.md,Too Big to Live,Why Letting Banks Fail Is Actually Good For Real People,"",2009-06-04 04:00:00 +0000,"","Source: [https://cdn.porchlightbooks.com/legacyassets/system/manifestos/pdfs/000/000/314/original/59.01.LifeInc.pdf](https://cdn.porchlightbooks.com/legacyassets/system/manifestos/pdfs/000/000/314/original/59.01.LifeInc.pdf ""https://cdn.porchlightbooks.com/legacyassets/system/manifestos/pdfs/000/000/314/original/59.01.LifeInc.pdf"")

Date: [https://www.porchlightbooks.com/blog/changethis/2009/too-big-to-live-why-letting-banks-fail-is-actually-good-for-real-people](https://www.porchlightbooks.com/blog/changethis/2009/too-big-to-live-why-letting-banks-fail-is-actually-good-for-real-people ""https://www.porchlightbooks.com/blog/changethis/2009/too-big-to-live-why-letting-banks-fail-is-actually-good-for-real-people"")","","",too-big-to-live,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,How I Became an Enemy of the People,,,2009-06-08 04:00:00 +0000,"The only thing I wanted during my short infamy in the blogosphere was for the noise to stop. I had broken faith with the market, and the market was seeking its revenge in the form of hundreds, even thousands of posts from angry Brooklynites.",,"[{""text""=>"""", ""original""=>""http://www.amazon.com/exec/obidos/ASIN/1400066891/thedaibea-20/ref=as_at?tag=thedailybeast-autotag-20&linkCode=as2&"", ""meta""=>{""open_graph""=>{""url""=>""http://www.amazon.com/dp/1400066891/ref=tsm_1_fb_lk"", ""title""=>""Life Inc.: How the World Became a Corporation and How to Take It Back"", ""description""=>""Life Inc.: How the World Became a Corporation and How to Take It Back"", ""images""=>[{""url""=>""https://images-na.ssl-images-amazon.com/images/I/41hLFASs4VL._SR600%2c315_PIWhiteStrip%2cBottomLeft%2c0%2c35_PIStarRatingFOUR%2cBottomLeft%2c360%2c-6_SR600%2c315_ZA(76%20Reviews)%2c445%2c291%2c400%2c400%2carial%2c12%2c4%2c0%2c0%2c5_SCLZZZZZZZ_.jpg"", ""width""=>600, ""height""=>315}], ""type""=>""book"", ""site_name""=>""Amazon.com""}, ""description""=>""Life Inc.: How the World Became a Corporation and How to Take It Back [Rushkoff, Douglas] on Amazon.com. *FREE* shipping on qualifying offers. Life Inc.: How the World Became a Corporation and How to Take It Back"", ""keywords""=>[""Rushkoff"", ""Douglas"", ""Life Inc.: How the World Became a Corporation and How to Take It Back"", ""Random House"", ""1400066891"", ""Social Psychology"", ""Communities."", ""Conduct of life."", ""Materialism."", ""Anthropology - Cultural"", ""BUSINESS & ECONOMICS / Corporate & Business History"", ""Business & Economics"", ""Business & Economics / Corporate Finance"", ""Business & Economics / General"", ""Business & Economics / Workplace Culture"", ""Business / Economics / Finance"", ""Business/Economics"", ""CAPITALISM"", ""CORPORATE CULTURE"", ""Communities"", ""Communities."", ""Conduct of life"", ""Conduct of life."", ""Corporate & Business History - General"", ""GENERAL"", ""General Adult"", ""History"", ""Materialism"", ""Materialism."", ""Non-Fiction"", ""PSYCHOLOGY / Social Psychology"", ""SOCIAL PSYCHOLOGY"", ""United States"", ""Anthropology - Cultural"", ""BUSINESS & ECONOMICS / Corporate & Business History"", ""Business & Economics / Corporate Finance"", ""Business & Economics / General"", ""Business & Economics / Workplace Culture"", ""Corporate & Business History - General"", ""PSYCHOLOGY / Social Psychology"", ""Business / Economics / Finance"", ""Capitalism"", ""Corporate Culture"", ""Communities"", ""Conduct of life"", ""Materialism"", ""Business & Economics"", ""Business/Economics""], ""title""=>""Life Inc.: How the World Became a Corporation and How to Take It Back: Rushkoff, Douglas: 9781400066896: Amazon.com: Books"", ""favicon""=>""http://www.amazon.com/favicon.ico""}}]",,0988-how-i-became-an-enemy-of-the-people,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Facebook's Fatal Error,,,2009-06-10 04:00:00 +0000,"The minute that last night turned into Saturday morning, if all went right, Facebook's servers were overloaded by millions of people racing to register their personal usernames with the social media Web site, so that their friends—and anyone else in the known universe—will be able to find them even easier. Instead of trying \""Douglas Rushkoff\"" in the site's search window, or laboriously tracking me through your own friends and groups, my name will easily show up on Google, and you'll be able to find me through a simple Facebook URL that I can trumpet to the world.",,,,0982-facebooks-fatal-error,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,"One Man, One Tweet",,,2009-06-16 04:00:00 +0000,I posted a piece I like late last night to the Daily Beast - where I've just become a columnist - about social networking in Iran.,,"[{""text""=>""Daily Beast"", ""original""=>""http://www.thedailybeast.com/blogs-and-stories/2009-06-16/how-irans-hackers-killed-big-brother/?cid=hp:featureline"", ""archive""=>""http://web.archive.org/web/20100330021201/http://www.thedailybeast.com:80/blogs-and-stories/2009-06-16/how-irans-hackers-killed-big-brother/?cid=hp:featureline"", ""meta""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""open_graph""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""url""=>""https://www.thedailybeast.com/"", ""type""=>""website"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}], ""site_name""=>""The Daily Beast""}, ""twitter_card""=>{""card""=>""summary"", ""site""=>""@thedailybeast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}, {""text""=>""more..."", ""original""=>""http://www.thedailybeast.com/blogs-and-stories/2009-06-16/how-irans-hackers-killed-big-brother/?cid=hp:featureline"", ""archive""=>""http://web.archive.org/web/20100330021201/http://www.thedailybeast.com:80/blogs-and-stories/2009-06-16/how-irans-hackers-killed-big-brother/?cid=hp:featureline"", ""meta""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""open_graph""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""url""=>""https://www.thedailybeast.com/"", ""type""=>""website"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}], ""site_name""=>""The Daily Beast""}, ""twitter_card""=>{""card""=>""summary"", ""site""=>""@thedailybeast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}]",,0977-one-man-one-tweet,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,How Iran's Hackers Killed Big Brother,,,2009-06-16 04:00:00 +0000,"Perhaps the best indication for Americans that something important is going on in Iran right now is the fact that Twitter has delayed a scheduled downtime for maintenance in order for Iranians and others involved in the post-election digital melee to keep at it. For anyone lacking a Twitter feed and thus missing the intense virtual crossfire, what's happening is nothing short of a test of Internet users' ability to challenge not only a regime's power over an election, but over the network itself. The effort alone constitutes a victory.",,,,0989-how-irans-hackers-killed-big-brother,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Apple's Army of Whiners,,,2009-06-22 04:00:00 +0000,"Feel better Steve, but what about me? I mean, I know cancer surgery is no picnic, but what does the possibility that you'll reject your new liver mean for my Apple share price? Or my iTunes collection? Should I be converting it all to MP3? I just got a friggin' iPhone – what if you leave us before my five-year contract with AT&T ends? I made a commitment…How about you?",,,,0980-apples-army-of-whiners,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Google's War on the PC,,,2009-07-08 04:00:00 +0000,"As the GoogleApps suite of programs finally graduated from its \""beta\"" status this week, Google also announced its plans to release an operating system on which to run them. Google Chrome, based on the company's new browser, will invite us all to spend a lot less time, energy, and money on our computers—and in the process, it may force the technology industry to consider how to make money after people no longer require expensive machines and software to do their work.",,,,0986-googles-war-on-the-pc,.md,,
false,'_categories/journalism.md',article,_publications/fast-company.md,How The Tech Boom Terminated California’s Economy,"","",2009-07-10 04:00:00 +0000,"While the pundits point to real estate speculation and bank insolvencies as the chief cause of California–and the nation’s–financial distress, these are both direct results of the late 90’s explosion of computer innovation and Internet proliferation. That’s right: The Internet crashed the economy.","Source: [https://www.fastcompany.com/1307504/how-tech-boom-terminated-californias-economy](https://www.fastcompany.com/1307504/how-tech-boom-terminated-californias-economy ""https://www.fastcompany.com/1307504/how-tech-boom-terminated-californias-economy"")","","",how-the-tech-boom-terminated-california-s-economy,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Microsoft's Fatal Google Obsession,,,2009-07-14 04:00:00 +0000,"In announcing this week that it will be releasing a free, online version of its popular Office suite in 2010, Microsoft did something good for customers—especially those of us who want to work with all those Microsoft files favored by our employers or clients but don't want to pay for the software. But at the same time, Microsoft's announcement, an obvious effort to fire back against Google's new free operating system, is bad for Microsoft. As two computing giants compete against one another to bring us cost-free software and services, only Google—with its near-monopoly on online advertising—appears to have an alternative source of revenue.",,,,0992-microsofts-fatal-google-obsession,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,The ESPN Porn Scam,,,2009-07-22 04:00:00 +0000,"On the Internet, there's no currency more readily accepted—and exploitable—than a few pixels of porn. This week's leak of a video, apparently taped illegally, of ESPN star Erin Andrews changing in her hotel room has kept her fans busy downloading torrents, and the gossip sites busy generating chatter and speculation.",,"[{""text""=>""how it works"", ""original""=>""http://www.youtube.com/watch?v=H4qbLKy32rIIt"", ""meta""=>{""title""=>""Erin Andrews Peephole Video Leads to Malware - YouTube"", ""description""=>""Virus writers are using the Erin Andrews peephole video as a trap to infect Apple Macs and Windows PCs with malware. Watch this video from Sophos to find out..."", ""keywords""=>[""Sophos"", ""SophosLabs"", ""Erin Andrews"", ""Mac"", ""malware"", ""virus"", ""trojan"", ""pictures"", ""peephole"", ""ESPN""], ""open_graph""=>{""site_name""=>""YouTube"", ""url""=>""https://www.youtube.com/watch?v=H4qbLKy32rI"", ""title""=>""Erin Andrews Peephole Video Leads to Malware"", ""images""=>[{""url""=>""https://i.ytimg.com/vi/H4qbLKy32rI/hqdefault.jpg"", ""width""=>480, ""height""=>360}], ""description""=>""Virus writers are using the Erin Andrews peephole video as a trap to infect Apple Macs and Windows PCs with malware. Watch this video from Sophos to find out..."", ""type""=>""video.other"", ""videos""=>[{""url""=>""https://www.youtube.com/embed/H4qbLKy32rI"", ""secure_url""=>""https://www.youtube.com/embed/H4qbLKy32rI"", ""type""=>""text/html"", ""width""=>640, ""height""=>360, ""tags""=>[""Sophos"", ""SophosLabs"", ""Erin Andrews"", ""Mac"", ""malware"", ""virus"", ""trojan"", ""pictures"", ""peephole"", ""ESPN""]}]}, ""twitter_card""=>{""card""=>""player"", ""site""=>""@youtube"", ""url""=>""https://www.youtube.com/watch?v=H4qbLKy32rI"", ""title""=>""Erin Andrews Peephole Video Leads to Malware"", ""description""=>""Virus writers are using the Erin Andrews peephole video as a trap to infect Apple Macs and Windows PCs with malware. Watch this video from Sophos to find out..."", ""images""=>[{""url""=>""https://i.ytimg.com/vi/H4qbLKy32rI/hqdefault.jpg""}], ""apps""=>{""iphone""=>{""name""=>""YouTube"", ""id""=>""544007664"", ""url""=>""vnd.youtube://www.youtube.com/watch?v=H4qbLKy32rI&feature=applinks""}, ""ipad""=>{""name""=>""YouTube"", ""id""=>""544007664"", ""url""=>""vnd.youtube://www.youtube.com/watch?v=H4qbLKy32rI&feature=applinks""}, ""googleplay""=>{""name""=>""YouTube"", ""id""=>""com.google.android.youtube"", ""url""=>""https://www.youtube.com/watch?v=H4qbLKy32rI""}}, ""players""=>[{""url""=>""https://www.youtube.com/embed/H4qbLKy32rI"", ""width""=>640, ""height""=>360}]}, ""favicon""=>""http://www.youtube.com/yts/img/favicon_144-vfliLAfaB.png""}}]",,0997-the-espn-porn-scam,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Calacanis and Rushkoff Agree,,,2009-07-29 04:00:00 +0000,"Me, at Daily Beast, on the Yahoo-Microsoft deal:",,"[{""text""=>""Me, at Daily Beast"", ""original""=>""http://tinyurl.com/mchrzl""}, {""text""=>""Jason Calacanis, on Calacanis.com"", ""original""=>""http://calacanis.com/2009/07/29/yahoo-committed-seppuku-today/""}]",,0973-calacanis-and-rushkoff-agree,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Microsoft's Prison Yard Conquest,,,2009-07-29 04:00:00 +0000,"Perhaps the only thing more amazing than the ability of a newcomer to fundamentally change the landscape of the entire technology industry is the ability of the old guard to adapt to the new terrain. IBM, AT&T, and Intel, to name three, all rebounded strongly from the brink.",,,,0993-microsofts-prison-yard-conquest,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Is Apple the New Big Brother?,,,2009-08-11 04:00:00 +0000,"Has the company that famously satirized the stultifying primacy of IBM-compatible computers in its Orwellian commercial for the 1984 Super Bowl finally emerged as the successor to Big Brother? Jason Calacanis, Web entrepreneur and a longtime Macintosh devotee, this week joined a virtual posse of prominent Internet leaders who now believe Steve Jobs has turned his back on the original promise of Apple to promote creativity and sharing over conformity and restriction. Although they had held off out of respect to Jobs' liver-transplant recovery, now they're out in full force: Jobs is the Devil.",,,,0991-is-apple-the-new-big-brother,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,The Web's Dirtiest Site,,,2009-08-11 04:00:00 +0000,"When AT&T recently blocked access to a hugely popular hackers' Web site, 4chan.org, many of us Internet old-timers froze in place. It was like one of those bad Westerns, when an arrogant newcomer sits down in the saloon, and then insults the baddest, most trigger-happy gunslinger in the county. People move to the side of the room, climb under tables, and wait for the shots to fly.",,,,1002-the-webs-dirtiest-site,.md,,
false,'_categories/journalism.md',article,_publications/the-edge.md,Economics is Not a Natural Science,"","",2009-08-11 04:00:00 +0000,"We must stop perpetuating the fiction that existence itself is dictated by the immutable laws of economics. These so-called laws are, in actuality, the economic mechanisms of 13th Century monarchs. Some of us analyzing digital culture and its impact on business must reveal economics as the artificial construction it really is. Although it may be subjected to the scientific method and mathematical scrutiny, it is not a natural science; it is game theory, with a set of underlying assumptions that have little to do with anything resembling genetics, neurology, evolution, or natural systems.",Source: https://www.edge.org/conversation/economics-is-not-natural-science,"","",economics-is-not-a-natural-science,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,An End to Movements,,,2009-08-15 23:00:00 +0000,,,,,0005-an-end-to-movements,.md,,
false,'_categories/journalism.md',article,_publications/publishers_weekly.md,We'll Be Back,,,2009-08-24 04:00:00 +0000,Why scaling down is good for publishing,,,,1037-well-be-back,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,iPhone's Bad Business,,,2009-09-18 04:00:00 +0000,What a difference a little update makes. Users of Apple's iPhone models 3G and earlier got a rude awakening at work this past week: Their phones no longer work with their office's email systems.,,,,0990-iphones-bad-business,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Twitter's Gangster Spam Trap,,,2009-09-30 04:00:00 +0000,"Spam schemes are everywhere, and now they've hit Twitter. Early Monday morning, I received a rare email from a woman I respect tremendously, Marina Gorbis, executive director of Institute for the Future. She's the kind of person whose emails you open first. Turns out this wasn't an email at all, but a \""direct message\"" from her Twitter account to mine. All it said was:",,,,1004-twitters-gangster-spam-trap,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Google's Better iPhone,,,2009-10-06 04:00:00 +0000,"I feel a large dose of schadenfreude whenever iPhone users get dropped in the middle of their calls with me. Somehow, the failings of the overtaxed AT&T network (through which all iPhones must connect) make me feel better about staying with a cheaper, less feature-rich phone on a more reliable network.",,,,0984-googles-better-iphone,.md,,
false,'_categories/journalism.md',article,_publications/arthur.md,Net Effect: It's Not Too Late for Humanity to Survive the Digital,,,2009-10-12 04:00:00 +0000,,,,,0016-net-effect-its-not-too-late-for-humanity,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Google's Velvet Rope,,,2009-10-14 00:00:00 +0000,Ubiquity ain't what it used to be.,,"[{""text""=>""this week's column on Daily Beast"", ""original""=>""http://www.thedailybeast.com/blogs-and-stories/2009-10-14/googles-velvet-rope/?cid=hp:mainpromo8"", ""meta""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""open_graph""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""url""=>""https://www.thedailybeast.com/"", ""type""=>""website"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}], ""site_name""=>""The Daily Beast""}, ""twitter_card""=>{""card""=>""summary"", ""site""=>""@thedailybeast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}, {""text""=>""more..."", ""original""=>""http://www.thedailybeast.com/blogs-and-stories/2009-10-14/googles-velvet-rope/?cid=hp:mainpromo8"", ""meta""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""open_graph""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""url""=>""https://www.thedailybeast.com/"", ""type""=>""website"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}], ""site_name""=>""The Daily Beast""}, ""twitter_card""=>{""card""=>""summary"", ""site""=>""@thedailybeast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}]",,0975-googles-velvet-rope,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Google Declares War on Facebook,,,2009-11-04 05:00:00 +0000,"To Google, it's just a new, relatively minor set of upgrades to one of its many applications. To Facebook, it's a declaration of war. Google wants in on “social,” and the search giant may just have the size, weight, and leverage to take it.",,,,0983-google-declares-war-on-facebook,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Murdoch to Google - Search This,,,2009-11-09 05:00:00 +0000,"As unlikely as it sounds, Rupert Murdoch may end up being our last best hope for a peaceful solution to the Internet's war on professional journalism. A man who many blame for commodifying, globalizing, sensationalizing, and cheapening news is considering taking a stand against a force even bigger than himself: the Web link.",,"[{""text""=>""In an interview with Sky News Australia"", ""original""=>""http://www.thedailybeast.com/videos/2009/11/09/rupert-murdoch-challenges-google.html"", ""meta""=>{""title""=>""Rupert Murdoch Challenges Google"", ""keywords""=>[""Google"", ""News Corporation"", ""Rupert Murdoch"", ""British Sky Broadcasting""], ""open_graph""=>{""title""=>""Rupert Murdoch Challenges Google"", ""description""=>""Are Google and other search engines guilty of theft? They sure are, according to Rupert Murdoch, who, in this interview with Sky News, argues that whatever benefits his news sites receive from Google are minimal at best. Clip above; full interview \nhere."", ""url""=>""https://www.thedailybeast.com/videos/2009/11/09/rupert-murdoch-challenges-google"", ""site_name""=>""The Daily Beast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_270,w_480,x_0,y_0/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1493134503/videos/2009/11/09/rupert-murdoch-challenges-google/sky-news-rupert-murdoch_csuz4t""}]}, ""description""=>""Are Google and other search engines guilty of theft? They sure are, according to Rupert Murdoch, who, in this interview with Sky News, argues that whatever benefits his news sites receive from Google are minimal at best. Clip above; full interview \nhere."", ""twitter_card""=>{""card""=>""summary_large_image"", ""site""=>""@thedailybeast"", ""creator""=>"""", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_270,w_480,x_0,y_0/dpr_2.0/c_limit,w_600/f_jpg/fl_lossy,q_auto/v1493134503/videos/2009/11/09/rupert-murdoch-challenges-google/sky-news-rupert-murdoch_csuz4t""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}]",,0994-murdoch-to-google-search-this,.md,,
false,'_categories/journalism.md',article,_publications/daily_beast.md,Murdoch to Google: Search This,,,2009-11-10 00:00:00 +0000,"As unlikely as it sounds, Rupert Murdoch may end up being our last best hope for a peaceful solution to the Internet's war on professional journalism. A man who many blame for commodifying, globalizing, sensationalizing, and cheapening news is considering taking a stand against a force even bigger than himself: the Web link.",,"[{""text""=>""more at the Daily Beast"", ""original""=>""http://www.thedailybeast.com/blogs-and-stories/2009-11-09/murdoch-to-google-search-this/full/"", ""meta""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""open_graph""=>{""title""=>""The Daily Beast"", ""description""=>""A smart, speedy take on the news from around the world."", ""url""=>""https://www.thedailybeast.com/"", ""type""=>""website"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}], ""site_name""=>""The Daily Beast""}, ""twitter_card""=>{""card""=>""summary"", ""site""=>""@thedailybeast"", ""images""=>[{""url""=>""https://img.thedailybeast.com/image/upload/fl_lossy,q_auto/placeholder_euli9k""}]}, ""favicon""=>""http://www.thedailybeast.com/static/media/favicon.b30a79ed.ico""}}]",,0976-murdoch-to-google-search-this,.md,,
